Name,Rating,Date,Title,Review,Product_url,Label
Austin Amadi,5,26/02/2024,Good,Nice quality,https://www.jumia.com.ng/fashion-superior-quality-breathable-mesh-baseball-cap-face-cap-120981066.html,
Enoch,3,28/12/2023,white design,There should be space on this app where one can sometimes indicate their spec before order. At least small white design should be at front. Nice quality cap,https://www.jumia.com.ng/fashion-superior-quality-breathable-mesh-baseball-cap-face-cap-120981066.html,
Bimbola,5,18/07/2024,Beautiful,My granddaughter loves it..,https://www.jumia.com.ng/fashion-dubia-luxury-gold-necklace-and-earrings-129892538.html,
Beee,5,04/03/2024,beautiful,Beautiful,https://www.jumia.com.ng/fashion-dubia-luxury-gold-necklace-and-earrings-129892538.html,
Ajimuda,4,24/10/2022,its big for my 10months old baby..its interior,It's interior,https://www.jumia.com.ng/fashion-unique-children-quartz-watch-121290569.html,
Oladimeji,3,18/10/2022,hmmm,Manageable,https://www.jumia.com.ng/fashion-unique-children-quartz-watch-121290569.html,
Edidiong,5,17/10/2022,awesome awesome,awesome awesome,https://www.jumia.com.ng/fashion-unique-children-quartz-watch-121290569.html,
SEYE,3,23/05/2024,yes,The leather looks somehow inferior from what was displayed.,https://www.jumia.com.ng/curren-leather-strap-military-sport-wrist-watch.-white-brown-35216851.html,
Rofiat,5,08/01/2024,Love this,"I don't know how long the leather will last for, but I really love how it looks, I keep staring at it each time. Very nice..",https://www.jumia.com.ng/curren-leather-strap-military-sport-wrist-watch.-white-brown-35216851.html,
Henry,3,24/10/2023,Very poor leather,The leather didn't last one month!!!!!!!!!!!!!!!!!!!!!,https://www.jumia.com.ng/curren-leather-strap-military-sport-wrist-watch.-white-brown-35216851.html,
Progress,4,19/07/2024,It's cool,"I like the one with the knife alot. The other one, not so much. But it's good",https://www.jumia.com.ng/fashion-2-set-dubia-luxury-silver-necklace-and-pendant-132885222.html,
Ibrahim Babatunde,5,06/06/2024,Nice product,It fit me,https://www.jumia.com.ng/fashion-2-set-dubia-luxury-silver-necklace-and-pendant-132885222.html,
Toyeeb,1,05/02/2024,Low quality,The Jean material is of a very low quality hence I don't like it,https://www.jumia.com.ng/fashion-3-in-1-smart-stock-jeans-for-men-blackbluewash-blue-216666291.html,
Tony,5,08/11/2023,I like it,Beautiful,https://www.jumia.com.ng/fashion-3-in-1-smart-stock-jeans-for-men-blackbluewash-blue-216666291.html,
Olasunkanmi,3,13/10/2023,good,Nice one,https://www.jumia.com.ng/fashion-3-in-1-smart-stock-jeans-for-men-blackbluewash-blue-216666291.html,
Miracle,5,08/07/2024,l like it,"I bought  before for my kids and it will soon be a year now, it's still strong.",https://www.jumia.com.ng/adidas-tensaur-sport-training-hook-and-loop-shoes-kids-190172857.html,
ENGR. NICHOLAS ATA,5,22/04/2024,COOL!,MY DAUGHTER LOVES ❤️ IT,https://www.jumia.com.ng/adidas-tensaur-sport-training-hook-and-loop-shoes-kids-190172857.html,
NNEKA ONOWU,4,21/05/2024,"Good fit, good buy",Good walking shoe,https://www.jumia.com.ng/adidas-galaxy-6-shoes-women-273093737.html,
Mary Adeyanju,4,11/07/2024,Ladies corporate purple gown,The finishing can be better,https://www.jumia.com.ng/fashion-ladies-corporate-purple-gown-227197576.html,
Joy,5,03/07/2024,good,Good quality nice ???? bottle,https://www.jumia.com.ng/fashion-4-in-1-back-to-school-backpack-set.-baby-diapers-bag-set-71329078.html,
Olayinka Akinkugbe,5,09/10/2023,Cool,Work on d zip but nice bag,https://www.jumia.com.ng/fashion-4-in-1-back-to-school-backpack-set.-baby-diapers-bag-set-71329078.html,
Olaoluwayimika,4,22/07/2024,"Beautiful, fit well","Exactly what I wanted, hopefully it doesn’t tarnish",https://www.jumia.com.ng/generic-women-925-sterling-silver-crystal-love-heart-shaped-ring-89403380.html,
Oke,3,06/05/2024,good,Good,https://www.jumia.com.ng/generic-women-925-sterling-silver-crystal-love-heart-shaped-ring-89403380.html,
Kate,2,07/02/2024,looks nice,Size 6 is quite small,https://www.jumia.com.ng/generic-women-925-sterling-silver-crystal-love-heart-shaped-ring-89403380.html,
Onyinye,4,13/06/2024,I like it,It's comfy,https://www.jumia.com.ng/fashion-2-in-1-unisex-hat-bucket-hat-sun-cap-265704333.html,
Gideon,5,27/05/2024,Perfect,Lovely hats,https://www.jumia.com.ng/fashion-2-in-1-unisex-hat-bucket-hat-sun-cap-265704333.html,
Ekpe,5,11/07/2023,perfect,Exactly how it looks,https://www.jumia.com.ng/fashion-unisex-simple-retro-leather-bracelet-71832100.html,
Safiya Mohammed,5,11/01/2024,I like it,It turned out to be a small set for kids that l had to  give it to my niece.,https://www.jumia.com.ng/fashion-dubia-luxury-tiny-gold-necklace-with-free-hoop-earrings-134739611.html,
AO,5,22/07/2024,Fits perfectly and beautiful too,"I ordered size (3-4yrs) for my 2 year old and it fits perfectly ! 
Washing tips: wash with bar soap for longevity because fabric is cotton and prone to fade",https://www.jumia.com.ng/catpapa-kid-boy-striped-short-sleeve-shorts-2pcs-258486120.html,
Mum Divine,5,13/06/2024,Good quality,Fit perfectly,https://www.jumia.com.ng/catpapa-kid-boy-striped-short-sleeve-shorts-2pcs-258486120.html,
Onyema,3,29/05/2024,ok,It's okay,https://www.jumia.com.ng/fashion-15-in1-super-economy-unisex-unisex-socks-cap-belts-76024543.html,
Okegbemi,3,22/03/2024,very nice,Could better for good quality,https://www.jumia.com.ng/fashion-15-in1-super-economy-unisex-unisex-socks-cap-belts-76024543.html,
Nmor,3,12/02/2024,Mixed feelings,"I love them, but the belt and cap are low quality..but it's a bit manageable",https://www.jumia.com.ng/fashion-15-in1-super-economy-unisex-unisex-socks-cap-belts-76024543.html,
Monsurat Abimbola,5,05/08/2024,My kids loves it,Trendy for all occasions,https://www.jumia.com.ng/fashion-2-in-1-kids-classic-waterproof-children-wristwatch-with-led-134432759.html,
Esther,5,02/01/2024,Beautiful,My daughters love it,https://www.jumia.com.ng/fashion-2-in-1-kids-classic-waterproof-children-wristwatch-with-led-134432759.html,
Jacinta,5,20/11/2023,works well,Portable,https://www.jumia.com.ng/fashion-2-in-1-kids-classic-waterproof-children-wristwatch-with-led-134432759.html,
Sexy,5,02/05/2024,I like it,It’s wow❤️,https://www.jumia.com.ng/fashion-silver-travel-luggage-box-with-kit-bag-4sets-77263126.html,
Confidence,3,04/12/2023,Sub standard material.,"Both the case and Zips doesn't meet up. Would have returned it, but the person that needs it just decided to manage. Kindly improve.",https://www.jumia.com.ng/fashion-silver-travel-luggage-box-with-kit-bag-4sets-77263126.html,
Nnamdi,5,08/08/2023,nice,It's fantabulous,https://www.jumia.com.ng/fashion-silver-travel-luggage-box-with-kit-bag-4sets-77263126.html,
olatunji oladeji,5,01/12/2023,Nice,The quality for the price is amazing,https://www.jumia.com.ng/fashion-4-pairs-earrings-set-safe-popular-stainless-steel-black-82883991.html,
MORAKINYO,4,30/10/2023,Nice,nice product,https://www.jumia.com.ng/fashion-4-pairs-earrings-set-safe-popular-stainless-steel-black-82883991.html,
Dare,5,23/08/2023,Very Nice!,Quality n Unique.,https://www.jumia.com.ng/fashion-4-pairs-earrings-set-safe-popular-stainless-steel-black-82883991.html,
Chibuike,3,29/07/2024,polo,Nice though,https://www.jumia.com.ng/osc-signature-mens-quality-100-cotton-single-t-shirt-with-you-rock-design-351149333.html,
EMMANUEL,5,28/03/2023,I like it,Truly original product,https://www.jumia.com.ng/fashion-1-pair-couple-bracelet-chic-adjustable-resin-key-heart-lock-chain-bangle-for-dating-black-77057750.html,
Cynthia,3,07/03/2023,Okay,It's as advertised but really small in size.,https://www.jumia.com.ng/fashion-1-pair-couple-bracelet-chic-adjustable-resin-key-heart-lock-chain-bangle-for-dating-black-77057750.html,
Chizoba,5,16/12/2022,love,Love it,https://www.jumia.com.ng/fashion-1-pair-couple-bracelet-chic-adjustable-resin-key-heart-lock-chain-bangle-for-dating-black-77057750.html,
Sagay,4,19/05/2023,Nice,Comfortable,https://www.jumia.com.ng/prints-slide-ps-fashion-mpg1858769.html,
Grace,3,10/03/2023,fine,But not strong,https://www.jumia.com.ng/prints-slide-ps-fashion-mpg1858769.html,
SAMUEL,5,21/11/2022,Nice,It came looking just how I expect it,https://www.jumia.com.ng/prints-slide-ps-fashion-mpg1858769.html,
Lawal,4,11/07/2024,I like it,It looks nice and moderate on my wrist.,https://www.jumia.com.ng/cassic-digital-men-sport-wristwatch-fashion-mpg1890212.html,
Tochi,5,25/06/2024,I like it,It's good and it exactly what I expected from you niggas,https://www.jumia.com.ng/cassic-digital-men-sport-wristwatch-fashion-mpg1890212.html,
EMEKA INNOCENT,1,11/08/2023,Battery,"Battery was so dead 
Couldn’t even power on the watch all 4 watches that I bought",https://www.jumia.com.ng/cassic-digital-men-sport-wristwatch-fashion-mpg1890212.html,
Eghosa,5,22/02/2024,i like it,"Girly....comfortable, looks small but true to size",https://www.jumia.com.ng/fashion-women-shoes-fashion-trendy-casual-sneakers-shoes-215458412.html,
Mfoniso,5,09/07/2024,looks lovely,Shiny and classy,https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-137167032.html,
Ese,5,08/05/2024,Love it,Exactly as displayed,https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-137167032.html,
Esther,5,05/04/2023,I love it,The quality is very good,https://www.jumia.com.ng/fashion-zirconia-ice-luxury-shiny-earrings-137167032.html,
D.,5,09/08/2024,great buy,love it!,https://www.jumia.com.ng/adidas-tensaur-sport-training-hook-and-loop-shoes-kids-190170644.html,
Diepreye,5,22/07/2024,I like it,Very comfortable and light,https://www.jumia.com.ng/ladies-everything-cheap-simple-casual-ladies-jogging-and-school-shoes-running-canvas-black-216569168.html,
ige,5,17/07/2024,ladies canvas,I like the canvas is very light to carry,https://www.jumia.com.ng/ladies-everything-cheap-simple-casual-ladies-jogging-and-school-shoes-running-canvas-black-216569168.html,
Moses,4,17/05/2024,comfortable,It's  just perfect,https://www.jumia.com.ng/ladies-everything-cheap-simple-casual-ladies-jogging-and-school-shoes-running-canvas-black-216569168.html,
Okoye,5,06/05/2024,Is beautiful and I love it,The look and design is exactly what's on the picture,https://www.jumia.com.ng/fashion-beautiful-leg-gold-chain-150123062.html,
Umar hafsat,5,14/12/2023,leg gold chain,It quality,https://www.jumia.com.ng/fashion-beautiful-leg-gold-chain-150123062.html,
AKINWALE,5,11/09/2023,Good,Good,https://www.jumia.com.ng/fashion-beautiful-leg-gold-chain-150123062.html,
Goodness,3,31/10/2022,yes,Quality is nice.,https://www.jumia.com.ng/3-in-1-unisex-plain-tees-polo-for-men-and-women-round-neck-polo-fashion-mpg3393608.html,
Oluwaseun Adesola,4,13/07/2022,I like it,It's nice,https://www.jumia.com.ng/3-in-1-unisex-plain-tees-polo-for-men-and-women-round-neck-polo-fashion-mpg3393608.html,
Simeon,3,01/08/2024,Quality,It could be better in terms of the thickness.,https://www.jumia.com.ng/fashion-mens-3d-printed-breathable-short-sleeve-t-shirt-93065646.html,
Xanadu,1,01/07/2024,dont buy its waste of money,Poorest quality,https://www.jumia.com.ng/fashion-mens-3d-printed-breathable-short-sleeve-t-shirt-93065646.html,
Samson,1,19/06/2024,the product,Improve  on the quality,https://www.jumia.com.ng/fashion-mens-3d-printed-breathable-short-sleeve-t-shirt-93065646.html,
Anslem,5,08/07/2024,Good,"Good piece, good price and it serves it's purpose",https://www.jumia.com.ng/non-marking-shoe-hornlazy-shoe-helper-shoe-to-sleepon-223542268.html,
Mike,4,26/03/2024,Okay,But feel fragile,https://www.jumia.com.ng/non-marking-shoe-hornlazy-shoe-helper-shoe-to-sleepon-223542268.html,
Precious,4,19/02/2024,I like it,The watch looks exactly like it is in the picture and it's very light weight and good looking,https://www.jumia.com.ng/fashion-luxury-leather-waterproof-men-wristwatch-business-leather-men-watch-244597814.html,
Olusegun,5,14/08/2023,Love it,Simple with class,https://www.jumia.com.ng/fashion-luxury-leather-waterproof-men-wristwatch-business-leather-men-watch-244597814.html,
Aminat,4,05/04/2024,its good,Exactly what I ordered,https://www.jumia.com.ng/fashion-best-friends-love-heart-couple-necklace.-jewelry-89826427.html,
Cephas,5,05/09/2023,Awesome product,It is a really good twin necklace for two lovers or best friends. I love it.,https://www.jumia.com.ng/fashion-best-friends-love-heart-couple-necklace.-jewelry-89826427.html,
Samuel,5,05/06/2023,Love it,I love it,https://www.jumia.com.ng/fashion-best-friends-love-heart-couple-necklace.-jewelry-89826427.html,
funbet,5,22/05/2024,me lik it oo,It's good,https://www.jumia.com.ng/fashion-2-in-1-fashion-digital-sport-wristwatch-for-male-female-119736570.html,
Victor,3,28/12/2023,2-in1 Digital Watch,It looks too childish.,https://www.jumia.com.ng/fashion-2-in-1-fashion-digital-sport-wristwatch-for-male-female-119736570.html,
Miracle,4,22/01/2024,Nice,"Nice nice, I hope it lasts",https://www.jumia.com.ng/adidas-tensaur-hook-and-loop-shoes-unisex-271976944.html,
Roland,5,19/08/2022,Awesome!,Every bit it is amazing and so beautiful ❤️. It's a perfect piece to use as a gift for someone special.,https://www.jumia.com.ng/fashion-sophisticated-no-fading-arabian-gold-wrist-watch-matching-bracelet-for-royalty-ladies-72140443.html,
ABUBAKAR,5,01/04/2022,good.qyality,The quality,https://www.jumia.com.ng/fashion-sophisticated-no-fading-arabian-gold-wrist-watch-matching-bracelet-for-royalty-ladies-72140443.html,
angella,5,17/08/2021,I love it ❤️,It was exactly what I ordered I received,https://www.jumia.com.ng/fashion-sophisticated-no-fading-arabian-gold-wrist-watch-matching-bracelet-for-royalty-ladies-72140443.html,
CYNTHIA,3,24/07/2024,I like it but it is not durable.,It is fancy but the heels are shaky and it got spoilt after a few wears.,https://www.jumia.com.ng/fashion-womens-shoes-square-heels-elegant-sandals-270549598.html,
Victoria,5,22/07/2024,LOVE IT,"Perfect fit, love it.",https://www.jumia.com.ng/fashion-womens-shoes-square-heels-elegant-sandals-270549598.html,
Oluwatomisin,4,25/03/2024,ita okay,Cool for the price,https://www.jumia.com.ng/fashion-womens-shoes-square-heels-elegant-sandals-270549598.html,
Akinsola,3,08/07/2024,it's okay,The zipper is soft,https://www.jumia.com.ng/generic-solid-sunglasseseyeglasses-case-box-case-only-138165552.html,
STEVEN,5,02/05/2024,This product seems good for the price,The material used for this product is durable and reliable.,https://www.jumia.com.ng/generic-solid-sunglasseseyeglasses-case-box-case-only-138165552.html,
AFOLARIN,5,08/02/2024,i love it,very good,https://www.jumia.com.ng/generic-solid-sunglasseseyeglasses-case-box-case-only-138165552.html,
Maueen Oluchi,5,17/07/2023,The texture,The texture is amazing…,https://www.jumia.com.ng/fashion-3-in-1-fashion-headwarmer-beanies-for-men-and-women-227093579.html,
Ajala,5,10/10/2022,I like it,Very nice,https://www.jumia.com.ng/arabian-delights-super-first-grade-quality-sophisticated-super-bling-complete-italian-gold-4-in-1-jewelry-set-78540508.html,
Aretenkumor Denyefa,5,29/12/2021,Nothing,It’s beautiful,https://www.jumia.com.ng/arabian-delights-super-first-grade-quality-sophisticated-super-bling-complete-italian-gold-4-in-1-jewelry-set-78540508.html,
@Ajisco009,4,02/11/2023,Better,"Stainless steel, It is durable, fancy but it is not scratch resistant.",https://www.jumia.com.ng/fashion-stainless-steel-credit-atm-card-portable-holder-black-71890260.html,
OLANIYI,5,08/11/2021,Very Handy,It is handy and has adequate space. Just how I love it.,https://www.jumia.com.ng/fashion-stainless-steel-credit-atm-card-portable-holder-black-71890260.html,
Soteria,5,13/11/2023,I love it,It lasted me a great deal. Although the chain was too short on my neck,https://www.jumia.com.ng/simple-pearls-ladies-necklace-fashion-mpg1452612.html,
Emmanuel,5,07/08/2023,I like it,Bought this for my Mom and she loved it. It’s a yes.,https://www.jumia.com.ng/simple-pearls-ladies-necklace-fashion-mpg1452612.html,
Omisakin,3,01/09/2022,Still OK for that price,Still Ok for the price,https://www.jumia.com.ng/simple-pearls-ladies-necklace-fashion-mpg1452612.html,
Adebukola,3,19/07/2024,Fair,"Shining.
It however looks different from picture and somewhat smaller.",https://www.jumia.com.ng/fashion-flower-hollow-ladies-rhinestone-broach-brooch-pin-bouquet-82078104.html,
chinonso,4,29/06/2023,i like it,it is smaller than expected but very shiny and pretty,https://www.jumia.com.ng/fashion-flower-hollow-ladies-rhinestone-broach-brooch-pin-bouquet-82078104.html,
